"model","term","estimate","std.error","OR","OR_lower","OR_upper","statistic","p.value","sig"
"Model 6","education.L",4.58198573168265,255.764000331436,97.7082240124467,1.90203652761274e-216,5.01930267955955e+219,0.0179148970368973,0.98571650724512,""
"Model 6","education.Q",4.60894879089524,216.160102138146,100.37857528349,1.00565143448865e-182,1.00192353238837e+186,0.0213219217853149,0.983000476577847,""
"Model 6","education.C",-10.0810256180417,511.525070026796,4.18664562686296e-05,0,Inf,-0.0197077840535043,0.984287221017716,""
"Model 6","education^4",7.03489599837549,386.676574547501,1135.5768042177,0,Inf,0.0181932303672854,0.985494617291988,""
"Model 6","income.L",-1.55612071913899,1.10751018084265,0.210952831236496,0.0240687569031704,1.84891547102841,-1.40506222521134,0.16160518992608,""
"Model 6","income.Q",1.11242902056623,0.947651118505813,3.04173787220438,0.474749884913293,19.4885129564428,1.17388034355959,0.241862844470687,""
"Model 6","income.C",-0.990385038382545,0.627200190592841,0.371433647274377,0.108641977616607,1.26988625717411,-1.57905729819121,0.115770650250696,""
"Model 6","income^4",0.125488579328344,0.387480487242336,1.13370222124577,0.530479918441301,2.42286405531448,0.323857803063672,0.746313721385445,""
"Model 6","employment.L",-11.0259926597502,816.786894380369,1.62731725847966e-05,0,Inf,-0.0134992281776444,0.989236857053507,""
"Model 6","employment.Q",-8.55861691660397,608.797171671827,0.000191884502464534,0,Inf,-0.0140582402725378,0.988791176940063,""
"Model 6","employment.C",-2.73248489339337,272.263203996566,0.0650574278740497,1.14334930402874e-233,3.70181615248611e+230,-0.0100361887074092,0.991997882869798,""
"Model 6","driving_freq.L",0.0582785900549138,0.503877129387127,1.06001026289648,0.39482186774021,2.84589545122458,0.115660320058183,0.908002245366061,""
"Model 6","driving_freq.Q",-0.178108141450126,0.45054868698786,0.836851920215086,0.346045998905803,2.02378047595433,-0.395313861951005,0.692932972889831,""
"Model 6","driving_freq.C",0.0904897926839704,0.3997415815053,1.09471033353028,0.500071741893171,2.39643757873844,0.226370727666646,0.82109313709047,""
"Model 6","side_effects_1.L",0.962729958328291,0.422251113519816,2.618836036883,1.14467159105876,5.99150205320769,2.27999388871502,0.0243198355183374,"*"
"Model 6","side_effects_1.Q",0.501466298836069,0.415478929292888,1.65114056204894,0.7313432241256,3.72775061791655,1.20695963978131,0.229793925320193,""
"Model 6","side_effects_1.C",-0.244530289100585,0.294712813602392,0.78307226945142,0.439478095028928,1.39529634382217,-0.829723981497764,0.407433662547347,""
"Model 6","side_effects_1^4",0.0761550306215776,0.399291271852947,1.07912985936264,0.493389743641276,2.36024617125952,0.190725507893457,0.849004511194004,""
